TARGET_DATASET,TARGET_TABLE,TARGET_FIELD,SOURCE_TABLE,SOURCE_FIELD,SOFT_RULE,Complexity,source
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_LAENDERCODE_SL,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_LOAN_TYPE,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_MELDEEINHEIT,,,SR_6.01,87,"ifnull(PIT_FINANCIAL_INST.HK_PIT_FINANCIAL_INST, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_PARTNER,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_PARTNER_COLL,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_PARTNER_UE_GP,,cast(null as BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_PORTFOLIO,,,SR_6.91,77,"ifnull(PIT_PORTFOLIO.HK_PIT_PORTFOLIO, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_PORTFOLIO_EXT,,,SR_6.92,85,"ifnull(PIT_PORTFOLIO_EXT.HK_PIT_PORTFOLIO_EXT, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_PRODUCT_TYPE,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_RATTYPE,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_RISIKOKLASSE,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_RISIKOKLASSE_ORG,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_RISIKOTYP,,,SR_6.35,77,"ifnull(HUB_RISIKOTYP.HK_HUB_RISIKOTYP, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_SICHERHEITENART,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_TRANSAKTIONSKLASSE,,,SR_6.21,95,"ifnull(HUB_TRANSAKTIONSKLASSE.HK_HUB_TRANSAKTIONSKLASSE, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_REPORT_DATA_SUM,I901,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,INDIREKTE_ABSCHREIBUNGEN_C267,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,J301,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,J302,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,J304,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,J305,TSAT_REPORT_DATA_SUM,J305,,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,J306,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,J307,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KAEB_METHODE_C232,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KDNR_C072,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KUNDENNAME,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_ABWR_VORLR_PTY069,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_ALLOC,,1,,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_ANWENDUNG_KMU_UNTERSTUETZUNGSFAKTOR_B046,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_AUSFALL_3M,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_AUSFALL_CRI160,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_BESICHERT,,cast(null as INTEGER),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_DOUBLE_DEFAULT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_EXPORTKREDIT_LR026,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_FORDERUNGSCHARAKTER,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_GROFIN,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_HANDELSBUCH,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_HANDELSKREDIT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_IMMO,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_INFRASTRUKTURPROJEKT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_INSTITUT_L450,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_IRB_UEBERGANG,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_KMU_B015,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_NPE_STATUS_RLV370,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_NPE_STUNDUNG_CRI169,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_PER_PARTIAL_USE,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_REVOLVIEREND,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_SPEZIALFINANZIERUNG,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_SPEZ_KORRELATIONSRISIKEN_CRI321,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_STAATENRATING_ABGELEITET,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_STS_ABS_SEC901,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_UNTERSTUETZUNGSFAKTOR_PER046,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,KZ_ZENTRALKONTRAHENT_P043,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,LGD,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,MARKTWERT_C214,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,MARKTWERT_INKL_ZINSEN_C721,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,MATURITY,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,NACHSCHUSSFREQUENZ_B203,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,NETTINGRAHMEN_ID,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,NOMINALWERT_C213,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,NOMINALWERT_SA_CCR_VAL320,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,NPE_MINDESTVERLUSTABDECKUNG_VAL375,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,NPE_RELEVANZ_KAPITALABZUG_RLV375,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,NPE_TEILBETRAG_EXPO_BESICHERT_VAL372,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,NPE_TEILBETRAG_IMMO_BESICHERT_VAL371,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,NPE_TEILBETRAG_SONST_BESICHERT_VAL373,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,NPE_TEILBETRAG_UNBESICHERT_VAL376,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,NPE_WERT_VAL370,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,PD,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,PD_BANDBREITE_B790,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,PER371,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,PER372,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,PER376,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,PER377,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,PER378,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,POSITIONSWERT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,POSITIONSWERT_IRB,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,POSITIONSWERT_LR_LR004,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,POSITIONSWERT_VOR_CRM,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,PRODUKT_LGD_POSWERT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,PRODUKT_MATURITY_POSWERT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,PRODUKT_PD_POSWERT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,QUELLE,,,SR_6.5,110,"case  when TSAT_REPORT_DATA_SUM.REPORTNAME in ('C_19_00', 'C_20_00' ,'C_24_00') then 'SUMMEZ' else 'OPMKZ' end"
SolvvDataMart,VFCT_REPORT_DATA_SUM,RESTLAUFZEIT_IN_TAGEN_B211,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,RISIKOKLASS_SPEZIALFINANZIERUNG_B181,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,RISKW,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,RWA,,,SR_6.7,1030,case when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_16_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0071' then TSAT_REPORT_DATA_SUM.AMOUNT when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_18_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0060' then TSAT_REPORT_DATA_SUM.AMOUNT * 12.5 when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_19_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0601' then TSAT_REPORT_DATA_SUM.AMOUNT * 0.08 when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_20_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0450' then TSAT_REPORT_DATA_SUM.AMOUNT * 0.08 when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_21_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0070' then TSAT_REPORT_DATA_SUM.AMOUNT when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_22_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0090' then TSAT_REPORT_DATA_SUM.AMOUNT * 12.5 when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_24_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0130' then TSAT_REPORT_DATA_SUM.AMOUNT when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_02_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0010' then TSAT_REPORT_DATA_SUM.AMOUNT else null end
SolvvDataMart,VFCT_REPORT_DATA_SUM,RWA_VOR_ABZUG,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,RWA_VOR_KMU,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,SICHERHEITENWERT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,SLLP_RUECKSTELLUNGEN,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,STICHTAG,TSAT_REPORT_DATA_SUM,STICHTAG,,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,SYSTEM,,,SR_6.6,46,"'SUMT' || ifnull(TSAT_REPORT_DATA_SUM.J305,'')"
SolvvDataMart,VFCT_REPORT_DATA_SUM,TESTIERTE_EWB_VAD626,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,TESTIERTE_VERSTEUERTE_WB_VAD627,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,TRANSAKTIONSID,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,TRANSAKTIONSNAME,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,TRANSPARENZMETHODE_INVESTMENT_B800,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,VAD670,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,VAD920,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,VAL377,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,VAL378,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,rankDate_TSAT_REPORT_DATA_SUM,,"RANK() OVER (PARTITION BY TSAT_REPORT_DATA_SUM.HK_HUB_REPORT_DATA_SUM, TSAT_REPORT_DATA_SUM.STICHTAG, TSAT_REPORT_DATA_SUM.CLUSTER ORDER BY TSAT_REPORT_DATA_SUM.REC_LOAD_DATE DESC)",,0,
SolvvDataMart,VFCT_SICHERHEIT,ABRECHNUNGSPREIS_C236,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,ABS_FAKTOR_IA,VFCT_GESCHAEFT,ABS_FAKTOR_IA,,0,
SolvvDataMart,VFCT_SICHERHEIT,ABS_ROLLE_SEC191,VFCT_GESCHAEFT,ABS_ROLLE_SEC191,,0,
SolvvDataMart,VFCT_SICHERHEIT,AGREEMENT_ID,TSAT_POSITION,J302,,0,
SolvvDataMart,VFCT_SICHERHEIT,ANTEIL_ZINSEN_C223,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,AT_HB_RISIKO_C235,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,AUFSCHLAG_FXRISIKO_CRE362,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,AUFSCHLAG_ZINSRISIKO_CRE361,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,AUSNAHME_ABDECKUNGSGRAD_B052,VFCT_GESCHAEFT,AUSNAHME_ABDECKUNGSGRAD_B052,,0,
SolvvDataMart,VFCT_SICHERHEIT,AVAS_B269,BRG_SICHERHEIT,AVAS_B269,,0,
SolvvDataMart,VFCT_SICHERHEIT,B601,VFCT_GESCHAEFT,B601,,0,
SolvvDataMart,VFCT_SICHERHEIT,B603,VFCT_GESCHAEFT,B603,,0,
SolvvDataMart,VFCT_SICHERHEIT,BEITRAG_AUSFALLFONDS,VFCT_GESCHAEFT,BEITRAG_AUSFALLFONDS,,0,
SolvvDataMart,VFCT_SICHERHEIT,BETRAG_CVA_B148,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,BETRAG_NPE_VAD280,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,BETRAG_SCRA_VAD620,VFCT_GESCHAEFT,BETRAG_SCRA_VAD620,,0,
SolvvDataMart,VFCT_SICHERHEIT,BEWERTUNGSANSATZ_ABS_SEC502,VFCT_GESCHAEFT,BEWERTUNGSANSATZ_ABS_SEC502,,0,
SolvvDataMart,VFCT_SICHERHEIT,BEWERTUNG_EG_VAD270,VFCT_GESCHAEFT,BEWERTUNG_EG_VAD270,,0,
SolvvDataMart,VFCT_SICHERHEIT,BMG_NACH_CRM,BRG_SICHERHEIT,BMG_NACH_CRM,,0,
SolvvDataMart,VFCT_SICHERHEIT,BMG_NACH_EWB,BRG_SICHERHEIT,BMG_NACH_EWB,,0,
SolvvDataMart,VFCT_SICHERHEIT,BMG_NACH_SUBSTITUTION,BRG_SICHERHEIT,BMG_NACH_SUBSTITUTION,,0,
SolvvDataMart,VFCT_SICHERHEIT,BMG_VOR_CRM,BRG_SICHERHEIT,BMG_VOR_CRM,,0,
SolvvDataMart,VFCT_SICHERHEIT,BONITAETSSTUFE_B825,BRG_SICHERHEIT,BONITAETSSTUFE_B825,,0,
SolvvDataMart,VFCT_SICHERHEIT,BUCHWERT_C215,BRG_SICHERHEIT,BUCHWERT_C215,,0,
SolvvDataMart,VFCT_SICHERHEIT,CCF,VFCT_GESCHAEFT,CCF,,0,
SolvvDataMart,VFCT_SICHERHEIT,CCF_KSA,VFCT_GESCHAEFT,CCF_KSA,,0,
SolvvDataMart,VFCT_SICHERHEIT,CCF_LR,VFCT_GESCHAEFT,CCF_LR,,0,
SolvvDataMart,VFCT_SICHERHEIT,CET1_ABZUGSBETRAG_VAD379,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,CLUSTER,BRG_SICHERHEIT,CLUSTER,,0,
SolvvDataMart,VFCT_SICHERHEIT,CNT_DEAL_NR_NUM702,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,COLL_ID,BRG_SICHERHEIT,SI_C200,,0,
SolvvDataMart,VFCT_SICHERHEIT,CONTRACT,VFCT_GESCHAEFT,CONTRACT,,0,
SolvvDataMart,VFCT_SICHERHEIT,CRE016,BRG_SICHERHEIT,CRE016,,0,
SolvvDataMart,VFCT_SICHERHEIT,CRI166,VFCT_GESCHAEFT,CRI166,,0,
SolvvDataMart,VFCT_SICHERHEIT,CRI167,VFCT_GESCHAEFT,CRI167,,0,
SolvvDataMart,VFCT_SICHERHEIT,CRI168,VFCT_GESCHAEFT,CRI168,,0,
SolvvDataMart,VFCT_SICHERHEIT,CRI301,VFCT_GESCHAEFT,CRI301,,0,
SolvvDataMart,VFCT_SICHERHEIT,CRI302,VFCT_GESCHAEFT,CRI302,,0,
SolvvDataMart,VFCT_SICHERHEIT,CVARCC_AVG_B704,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,CVARCC_AVG_STRESSED_B706,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,CVARCC_B705,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,CVARCC_STRESSED_B707,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,CVA_METHODE,VFCT_GESCHAEFT,CVA_METHODE,,0,
SolvvDataMart,VFCT_SICHERHEIT,D2_ABSCHREIBUNGEN_C265,BRG_SICHERHEIT,D2_ABSCHREIBUNGEN_C265,,0,
SolvvDataMart,VFCT_SICHERHEIT,DATUM_AUSFALLS_B436,BRG_SICHERHEIT,DATUM_AUSFALLS_B436,,0,
SolvvDataMart,VFCT_SICHERHEIT,DATUM_VERZUGS_B201,BRG_SICHERHEIT,DATUM_VERZUGS_B201,,0,
SolvvDataMart,VFCT_SICHERHEIT,DEAL_ID,BRG_SICHERHEIT,BK_POSITION_ID,,0,
SolvvDataMart,VFCT_SICHERHEIT,DELISYST,VFCT_GESCHAEFT,DELISYST,,0,
SolvvDataMart,VFCT_SICHERHEIT,DEPOTNUMMER,VFCT_GESCHAEFT,DEPOTNUMMER,,0,
SolvvDataMart,VFCT_SICHERHEIT,EFFEKTIVE_LAUFZEIT_B217,VFCT_GESCHAEFT,EFFEKTIVE_LAUFZEIT_B217,,0,
SolvvDataMart,VFCT_SICHERHEIT,EK,BRG_SICHERHEIT,EK,,0,
SolvvDataMart,VFCT_SICHERHEIT,EL,BRG_SICHERHEIT,EL,,0,
SolvvDataMart,VFCT_SICHERHEIT,EWB,BRG_SICHERHEIT,EWB,,0,
SolvvDataMart,VFCT_SICHERHEIT,EXC201,VFCT_GESCHAEFT,EXC201,,0,
SolvvDataMart,VFCT_SICHERHEIT,EXT_RATING_B002,BRG_SICHERHEIT,EXT_RATING_B002,,0,
SolvvDataMart,VFCT_SICHERHEIT,FORDERUNGSTYP,VFCT_GESCHAEFT,FORDERUNGSTYP,,0,
SolvvDataMart,VFCT_SICHERHEIT,GESNRGEN,VFCT_GESCHAEFT,GESNRGEN,,0,
SolvvDataMart,VFCT_SICHERHEIT,HEDGING_ID_FXRISIKO_IDN362,VFCT_GESCHAEFT,HEDGING_ID_FXRISIKO_IDN362,,0,
SolvvDataMart,VFCT_SICHERHEIT,HEDGING_ID_ZINSRISKO_IDN361,VFCT_GESCHAEFT,HEDGING_ID_ZINSRISKO_IDN361,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_BOGEN,BRG_SICHERHEIT,HK_HUB_BOGEN,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_BOGEN_LR,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_BOGEN_ORG,VFCT_GESCHAEFT,HK_VDIM_BOGEN_ORG,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_BOGEN_SA,BRG_SICHERHEIT,HK_HUB_BOGEN_SA,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_BRANCHE,VFCT_GESCHAEFT,HK_VDIM_BRANCHE,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_DEVISENKURSE,VFCT_GESCHAEFT,HK_VDIM_DEVISENKURSE,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_GESCHAEFTSART,VFCT_GESCHAEFT,HK_VDIM_GESCHAEFTSART,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_GESCHAEFTSARTERGAENZUNG,VFCT_GESCHAEFT,HK_VDIM_GESCHAEFTSARTERGAENZUNG,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_GESCHAEFTSTYP,VFCT_GESCHAEFT,HK_VDIM_GESCHAEFTSTYP,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_INSTRUMENT,VFCT_GESCHAEFT,HK_VDIM_INSTRUMENT,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_LAENDERCODE_RL,VFCT_GESCHAEFT,HK_VDIM_LAENDERCODE_RL,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_LAENDERCODE_SL,VFCT_GESCHAEFT,HK_VDIM_LAENDERCODE_SL,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_LOAN_TYPE,VFCT_GESCHAEFT,HK_VDIM_LOAN_TYPE,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_MELDEEINHEIT,VFCT_GESCHAEFT,HK_VDIM_MELDEEINHEIT,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_PARTNER,VFCT_GESCHAEFT,HK_VDIM_PARTNER,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_PARTNER_COLL,BRG_SICHERHEIT,HK_PIT_PARTNER,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_PARTNER_UE_GP,VFCT_GESCHAEFT,HK_VDIM_PARTNER_UE_GP,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_PORTFOLIO,VFCT_GESCHAEFT,HK_VDIM_PORTFOLIO,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_PORTFOLIO_EXT,VFCT_GESCHAEFT,HK_VDIM_PORTFOLIO_EXT,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_PRODUCT_TYPE,VFCT_GESCHAEFT,HK_VDIM_PRODUCT_TYPE,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_RATTYPE,VFCT_GESCHAEFT,HK_VDIM_RATTYPE,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_RISIKOKLASSE,BRG_SICHERHEIT,HK_HUB_RISIKOKLASSE,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_RISIKOKLASSE_ORG,VFCT_GESCHAEFT,HK_VDIM_RISIKOKLASSE_ORG,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_RISIKOTYP,VFCT_GESCHAEFT,HK_VDIM_RISIKOTYP,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_SICHERHEITENART,BRG_SICHERHEIT,HK_HUB_SICHERHEITENART,,0,
SolvvDataMart,VFCT_SICHERHEIT,HK_VDIM_TRANSAKTIONSKLASSE,BRG_SICHERHEIT,HK_HUB_TRANSAKTIONSKLASSE,,0,
SolvvDataMart,VFCT_SICHERHEIT,I901,VFCT_GESCHAEFT,I901,,0,
SolvvDataMart,VFCT_SICHERHEIT,INDIREKTE_ABSCHREIBUNGEN_C267,BRG_SICHERHEIT,INDIREKTE_ABSCHREIBUNGEN_C267,,0,
SolvvDataMart,VFCT_SICHERHEIT,J301,VFCT_GESCHAEFT,J301,,0,
SolvvDataMart,VFCT_SICHERHEIT,J302,VFCT_GESCHAEFT,J302,,0,
SolvvDataMart,VFCT_SICHERHEIT,J304,VFCT_GESCHAEFT,J304,,0,
SolvvDataMart,VFCT_SICHERHEIT,J305,VFCT_GESCHAEFT,J305,,0,
SolvvDataMart,VFCT_SICHERHEIT,J306,VFCT_GESCHAEFT,J306,,0,
SolvvDataMart,VFCT_SICHERHEIT,J307,VFCT_GESCHAEFT,J307,,0,
SolvvDataMart,VFCT_SICHERHEIT,KAEB_METHODE_C232,VFCT_GESCHAEFT,KAEB_METHODE_C232,,0,
SolvvDataMart,VFCT_SICHERHEIT,KDNR_C072,VFCT_GESCHAEFT,KDNR_C072,,0,
SolvvDataMart,VFCT_SICHERHEIT,KUNDENNAME,VFCT_GESCHAEFT,KUNDENNAME,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_ABWR_VORLR_PTY069,VFCT_GESCHAEFT,KZ_ABWR_VORLR_PTY069,,0,
